idDatosGrasas,Aceite Base,Espesante,Grado NLGI Consistencia,Viscosidad del Aceite Base a 40°C. cSt,"Penetración de Cono a 25°C, 0.1mm","Punto de Gota, °C","Estabilidad Mecánica, %","Punto de Soldadura Cuatro Bolas, kgf","Desgaste Cuatro Bolas, mm","Carga Timken Ok, lb","Resistencia al Lavado por Agua a 80°C, %",Factor de Velocidad,"Temperatura de Servicio °C, min","Temperatura de Servicio °C, max",descripcion,color,textura
46,5,4,1.0,249.03687784872176,264.68588306429376,286.5940943478542,4.762300387165352,323.6565158946605,0.5,44.95926269699285,3.0590637754424144,-99.0,-21.850969823735337,94.15572780001743,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
24,4,2,2.5,111.77243458341759,243.83559249124366,258.6483067585725,3.3213731207022192,255.11143766575046,-99.0,40.0,2.931720295923337,738576.6449124354,-5.294139066847893,160.73467527743964,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
33,1,1,3.0,708.7513024451517,224.29186757515674,266.5528463909614,5.306101293870286,609.7574085032236,0.48,47.077489853734356,0.3254702184617316,201031.93736948812,4.745113528221746,148.53494669546166,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
20,1,4,1.5,381.13004394822934,294.38515300078194,231.4570355224264,-99.0,250.0,-99.0,-99.0,-99.0,-99.0,-25.741893960673067,148.82386568391962,"El producto  Grasa Lubricante con gran adherencia, excelente resistencia a la humedad, Extrema PresiÃ³n y temperaturas bajas y altas.
La composiciÃ³n de su aceite bÃ¡sico hidrotratado, espesante de complejo de litio  y aditivada con microparticulas que le proveen de mayor protecciÃ³n contra el desgaste, la corrosiÃ³n ademÃ¡s de excelente estabilidad al trabajo mecÃ¡nico.",6,1
4,1,0,3.0,208.8166331785459,294.03845106893806,301.56051629517475,4.773606973166445,461.4897617084282,0.45,-99.0,2.946262611144462,-99.0,-15.630825850325182,149.85650203030212,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante, con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",2,0
50,0,6,1.0,228.61856420783892,304.10672935819736,301.0070769624456,8.541902286901154,310.22267862849327,0.5,40.8211269792769,3.094495387680423,766842.929989864,-5.236936281288491,157.78626194558268,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
48,4,-99,2.5,40.0,274.1953205454727,227.98769048552842,13.10452311034214,250.6171103985841,-99.0,40.23028147882529,4.046446470650389,1018649.2574826076,-9.79385673273466,156.92931151385545,"El producto es una grasa lubricante para aplicaciones de alta velocidad en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.
Los ingredientes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations). ",5,0
13,2,0,3.0,458.09182581928667,325.4490833999677,298.4608513723622,0.7963968024037745,485.453981051536,-99.0,63.626216685548584,0.38958342670822294,-99.0,-21.25328833540921,187.01680041580485,"El producto es una grasa lubricante de servicio pesado, espesada con un novedoso jabÃ³n de complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua, posee excelentes propiedades de lubricaciÃ³n en condiciones de cargas severas y de extrema presiÃ³n, junto con su propiedad de sellar eficazmente contra influencias ambientales y en especial del agua.",3,0
49,4,-99,0.0,44.55498874074716,236.22867755506002,236.96717193570998,13.5803679360011,250.0,-99.0,40.0,3.889071927145406,930459.2365799381,-5.3869798002804,162.28002345434206,"El producto es una grasa lubricante para aplicaciones de alta velocidad en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.
Los ingredientes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations). ",5,0
43,-99,4,0.0,282.95848292683377,280.5628966130655,310.64961770002355,2.2109892453621725,900.5379389259958,0.4,62.6699817207163,1.2587651777782332,297605.1810826662,-14.141062545989211,150.09417931783426,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua, alto soporte de carga extrema y lubricantes solidos.
Los aceites y la base de jabÃ³n complejo de litio especial proporciona una excelente estabilidad mecÃ¡nica y tÃ©rmica permitiendo trabajar bajo condiciones extremas de baja y alta temperatura. Su paquete de aditivos de extrema presiÃ³n y anti-desgaste le permiten soportar las cargas mÃ¡s extremas de equipos fuera de mina ademÃ¡s de proporcionar protecciÃ³n anticorrosiva tanto a aleaciones ferrosas como de cobre.
Contiene 5 % de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas de vibraciÃ³n y carga.",1,0
16,-99,-99,3.0,-99.0,277.93030566947243,300.09948078586433,5.0327332550064785,-99.0,-99.0,-99.0,1.01406343402296,150000.0,-9.455492532442419,148.950388888211,"El producto es una grasa de efecto sellante con una mezcla de aceites bases altamente refinados, aditivos de anti-desgaste y compuestos adherentes para la lubricaciÃ³n y sellado de vÃ¡lvulas tipo macho.",2,2
46,5,4,1.0,242.88012249440123,281.6332510493676,271.97416310507685,4.654401212193807,323.29963893883365,0.5,42.043734837318105,2.9510904331001573,-99.0,-21.782974321282644,92.33090945863636,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
4,1,0,1.5,218.35094537042093,293.81737974067,304.89970316629876,5.270949317903142,472.6449666888121,0.45,-99.0,3.10777066027336,-99.0,-15.472784804675458,145.0893011303747,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante, con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",2,0
24,4,2,1.5,85.74418007301409,234.80689854883866,253.14887702124804,3.2982412716754674,264.8776846964212,-99.0,41.56789893007296,3.1369117436158778,737420.830748244,-5.409491497627554,167.61855306394062,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
20,1,4,3.0,368.8051929785549,314.8004957481106,233.50998665594125,-99.0,250.0,-99.0,-99.0,-99.0,-99.0,-24.365711402228012,149.28649070877705,"El producto  Grasa Lubricante con gran adherencia, excelente resistencia a la humedad, Extrema PresiÃ³n y temperaturas bajas y altas.
La composiciÃ³n de su aceite bÃ¡sico hidrotratado, espesante de complejo de litio  y aditivada con microparticulas que le proveen de mayor protecciÃ³n contra el desgaste, la corrosiÃ³n ademÃ¡s de excelente estabilidad al trabajo mecÃ¡nico.",6,1
9,1,0,1.0,700.9910561040803,309.4495187168117,302.8279689674196,1.578830274014416,878.4674792050145,0.5,69.28984657087585,3.0124132569500897,309335.6153675714,-29.414190493736278,154.1958118198316,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
31,1,1,2.0,627.0277734843298,303.1039853608254,258.4348521080161,6.266313218227849,608.4834694844312,0.48,48.84695680665633,1.4240128051701537,195792.61883665697,-4.6938302863449275,149.16379259334144,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
4,1,0,1.5,226.4417569505621,268.2076947678058,306.4582772028945,4.670245874058879,487.6857347764975,0.45,-99.0,2.985432354846617,-99.0,-15.024332392565778,150.3477765346797,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante, con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",2,0
30,1,1,0.0,652.0894937051503,297.09815702234874,262.484082229913,5.9948097082016,574.7723113198612,0.48,49.5381311553439,1.4939055776852566,200287.76896363788,-9.180393686174268,156.67119939589935,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
23,4,2,2.5,96.99347638302493,278.96504294944367,251.10906660235085,2.9844444075941094,250.0,-99.0,40.0,2.886649878298075,895819.9719525436,-10.40214136120628,156.17828983278048,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
11,1,0,0.0,690.9788548459777,270.9074507046985,309.5318888421652,1.5279398884479616,927.0636557198834,0.5,72.40193974443606,2.7001892406893333,292946.22151024407,-7.324635325234105,155.57909289788523,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
33,1,1,1.0,741.7561521893206,226.35028465734985,255.1650627243701,4.973879778674187,669.1690632961986,0.48,48.68377292083299,0.3307923511804458,204105.80386934426,5.406168760330351,149.66322871555064,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
4,1,0,2.5,236.7602310867583,269.19818355561387,295.2387917756499,4.608510682055925,474.4164841899346,0.45,-99.0,2.9528704269575705,-99.0,-14.512231186941554,146.2232843779081,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante, con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",2,0
